frase,tweet_clean,suicidio
mi vida consiste en nada,mi vida consiste en ser acosada ignorada que me griten que me tiren mierda que no me dejen hacer nada estar va,1
mi vida consiste en nada,dar y no recibir nada de vuelta en eso consiste mi vida,0
mi vida consiste en nada,desde hace rato mi vida consiste en decir chale veces al día y continuar como si nada,1
mi vida consiste en nada,mi vida consiste en tener notificaciones de tw y todas son pedro y más comenzaron a seguir a maría valeria le d,0
mi vida consiste en nada,no me vuelvas a decir bebéyo no soy tuyo ni de nadieyo soy solo de mi nada más preciado que el valor que le damos al amo,0
mi vida consiste en nada,mi vida básicamente consiste en ilusionarme con que todo va a cambiar por una sola cosa que sale bien y después tener ganas de,0
mi vida es asi de miserable,no soporto otra mañana sintiéndome así de miserable necesito acabar es con mi vida pero ya,1
mi vida es asi de miserable,es así robert te lo digo yo que de tiempo conozco bastante o más bien de la falta para mi no e,0
mi vida es asi de miserable,aprovecho la ida en bus a mi rancho para llorar por lo miserable que es mi vida así el tiempo de camino no se desperdicia del todo,1
mi vida es asi de miserable,mientras mas me preocupo y mejor trato de hacer las cosas peor es lo q recibo a pero cuando ni te miro ahi me veni,0
mi vida es asi de miserable,hacerse pasar por mrk para seguir pasando con la que te copia así de miserable es mi vida,0
mi vida es asi de miserable,es looooo maaaaaassss tierno que he visto en mi miserable vida no me toquen que les pego porqu,0
mi vida es asi de miserable,perdona si lo que quieres es ganar,0
mi vida es asi de miserable,hoy q tenía planeado hacer la tarea en la escuela el pinche camión viene tarde asi de miserable es mi vida,0
mi vida es asi de miserable,puta madre no debería de sentirme así todo es tan complicado y no se que hacer no se que es lo que quiero trato,0
mi vida es asi de miserable,de todas las inseguridades que tengo lo único certero es que cuando deje de tenerle miedo a la muerte me voy a mat,0
mi vida es asi de miserable,no sé que demonios estoy pagando quisiera que jebus o satán esa huevada más seguro es de él que me digan que,0
mi vida es asi de miserable,tomaron el resto de mi vida por un sueldo miserable suena demasiado estúpido pero es así,0
mi vida es asi de miserable,si estoy esperando q pasa con un pinche juego así es mi vida de miserable jajaja,0
mi vida es asi de miserable,lamentable que existan personas así pero ignorarlos es lo peor que podemos hacerles ya que buscan,0
mi vida es asi de miserable,la número cuatro no me molesta igual viniste por mi gracias por esa importanc,0
mi vida es asi de miserable,quiero ser joven así me da esperanza de pensar que mi vida no es tan miserable,1
mi vida es asi de miserable,si vos crees en el pibe y te tomas a la ligera un tema así habla mas de vos que de mi,0
mi vida es asi de miserable,de cañón siguen con su miserable vida de siempre así estimada señora la q,0
mi vida es asi de miserable,anda seguí lavando trastes y lo de pipil a leguas se te nota hasta lo hambriento que,0
mi vida es asi de miserable,igual para mí es parte de la vida que te rompa el corazón algún boludo porque después te podés dar el lujo de resurgir como un,0
mi vida es asi de miserable,me intoxique comiendo mermelada amigos así de miserable es mi vida,0
mi vida no tiene sentido,emmmm perdí todos los stikers que tenía mi vida ya no tiene sentido,0
mi vida no tiene sentido,recuento de hechos sigo con ansiedad sigo con ánimo bajo y baja autoestima no tiene sentido la vida para mí pero,0
mi vida no tiene sentido,mi novela no tiene asunto un trozo de vida decía la escuela naturalista el gran defecto de esta escuela es e,0
mi vida no tiene sentido,mira vos lo q me vengo a enterar como q las papas q vienen en paquete en realidad no son papas mi vida ya no tiene sentido,0
mi vida no tiene sentido,para mi la vida no tiene sentido si te vaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasss,1
mi vida no tiene sentido,terminé de ver la nueva temporada de lacasadelasflores y mí vida ya no tiene tanto sentido al saber que falta tanto para la tercera,0
mi vida no tiene sentido,que sepáis todos que estoy enfadada con míriam porque me ha dejado y ahora mi vida no tiene sentido,0
mi vida no tiene sentido,baekhyun se sacó el rosa mi vida no tiene sentido a morir,0
mi vida no tiene sentido,chuela netflix quito bob esponja la vida ya no tiene sentido para mi,0
mi vida no tiene sentido,coment alert va comentario de niño de secundario la vida sin música no tiene sentido al ponerme los audífono,0
mi vida no tiene sentido,hola soy natalia y soy adicta a la salsa de chile seco hola natalia tiene días que se nos acabó en el depa,0
mi vida no tiene sentido,si yo hago una cronología una línea de mi vida de cómo dios está actuando en ella esto de abajo tiene un gran sentido,0
mi vida no tiene sentido,la depresión básicamente se resume en me odio a mí mism al no valorarte te haces daño y es una maldi,0
mi vida no tiene sentido,en estos momentos siento que mi vida no tiene rumbo ni sentido todo lo que alguna vez había querido y planeado está en balanza,1
mi vida no tiene sentido,mi vida sin audífonos no tiene sentido,0
mi vida no tiene sentido,brother ahora mi cabeza hace bum la vida no tiene sentido,1
mi vida no tiene sentido,spatafora después de bariloche mi vida no tiene sentido,0
mi vida no tiene sentido,para mí un amor equivocado ese amor debería ser por un niño pobre sin padres sin nadas en la vida,0
mi vida no tiene sentido,no se crean amigos en persona me veo bien chida y que soy a toda madre pero a escondidas lloro por todo y me dan crisis,0
mi vida no tiene sentido,di arriba medidas y te puedo dar más que justifican mi postura de que el proceso fue,0
mi vida no tiene sentido,creí que mi propósito en esta vida era ser feliz pero sin importar qué haga no lo consigo tiene sentido seguir i,0
mi vida no tiene sentido,vamos dejar el pasado atraaaaas para mi la vida no tiene sentido si te vaaas,0
mi vida no tiene sentido,los de marras paran un tiempecito mi vida ya no tiene sentido,0
mi vida no tiene sentido,hay veces que quiero dejar mi egoísmo y ambición material de lado y ser voluntario de cas siento que puedo aportar,0
mi vida no tiene sentido,tengo clarísimo que todo pasó y la vida sigue y ya no me hace sentir mal pero por qué ahora lo recuerdo todos los d,0
mi vida no vale,recordando ese momento hace unas semanas en que encontré el esmalte de uñas de mi vida y mi mamá me dijo que y,0
mi vida no vale,a mi me critican mucho por que no le quito los ojos encima a mi nenita me tildan de sobreprotectora yo no es,0
mi vida no vale,es difícil soluciónar algo sin ceder nada no si a ti solo te v,0
mi vida no vale,no es solo un argumento tus letras lo hacen ver como una barbaridad para mí no lo es,0
mi vida no vale,juro q nunca mas voy a perder mi tiempo de mi vida en gente q no vale la pena vayanse bien a la mierda si no valoran,0
mi vida no vale,ángelahe plantado árbolescada día los riegolos mido y sigo cuidan,0
mi vida no vale,le pilló un tumor muy agresivo por no castrarle pronto y el hijo de puta en meses se lo ha llevado en estos momentos t,0
mi vida no vale,elimine el número de la persona que en un tiempo creí que era una de las personas más importantes para mí el amor de mi vida,0
mi vida no vale,de que vale ser dueñ de la finca mas bonita si el campo no florece por que tu no estas mi vidabenditooctubre ayyyyam,0
mi vida no vale,yo más convencida de que tenemos un presidente sabio y que ama al pueblo hoy estarían llorando muchos hogares si e,0
mi vida no vale,diganme no les pasa que se imaginan usando algo y que les queda re lindo y cuando se lo prueban te dan ganas de ll,0
mi vida no vale,no espero que mi camino por la vida sea fácil solo que el destino final lo vale,0
mi vida no vale,no mí vida no tenes que pedir perdón por nada xq no hiciste nada malo tus videos son hermosos y no ten,0
mi vida no vale,apoyo total a mi presidente vale más la vida de las personas que atrapar a un delincuente lo q,0
mi vida no vale,religión yo no voy a permitir que mi vida sea controlada por reglas estúpidas aparte a los escorpio nos vale verga todo,0
mi vida no vale,nada usted es un ser humano que ha hecho más que muchos políticos en su vida pues recupera,0
mi vida no vale,digan y hagan lo que quieran pero la vida de mi primo no vale ni millones de pesos loco que se vendan,0
mi vida no vale,perdí media hora de mi vida con lo que vale mi vida y aún no vi a de qué pas,0
mi vida no vale,ustedes no saben que bonita se hizo mi vida desde que conozco a todos mis grupos he vivido cosas super de la ching,0
mi vida no vale,amor ya sé q estás dormida solo quería despedirme y desearte suerte qla vas a necesitar oiste desp,0
mi vida no vale,a lo mejor soy bien pinché cursi y me vale verga pero yo si me emociono al pensar que estaré bailando la can,0
mi vida no vale,soy completamente feliz teniéndote en mi vida no me dejes nunca por favor,0
mi vida no vale,qué tipo de sorpresas te gustan la sorpresa como tal no quiero decir no han surgido demasiadas sorpresas co,0
mi vida no vale,a mí me gustaría verlos en el valle de los caídos defendiendo el féretro de un compañero de un,0
mi vida no vale,de verdad casillas se está planteando seriamente volver a los terrenos de juego el riesgo lo vale un señor con,0
morir en mi sueño,mi sueño frustrado es poder armar una carpa sin morir en el intento,0
morir en mi sueño,sabían que desde el vengo rogando con que salieran chicas usando a margot robbie fue mi gran sueño y hoy día,0
morir en mi sueño,lo que estoy haciendo morir del sueño lo que voy a hacer poner mi playlist de party party fregar los platos y me,0
morir en mi sueño,voy a cumplir mi sueño de escuchar la quiero a morir en directo ole,0
morir en mi sueño,datos sobre mí y las personas que queráis que tengo el coco frito me gusta mucho acordarme de lo que sueño y,0
morir en mi sueño,yo todas las mñanas me quiero morir tio que asco de clase me cago en to q sueño buah y ahora lengua illo vaya fr,0
morir en mi sueño,este es mi sueño literalmete puedo morir en paz si esto pasa,0
morir en mi sueño,a mí amiga luna en un flaco con el cual no hay relación seria la despertó para reclamarle que no lo estaba abra,0
morir en mi sueño,en mi lista de cosas que debo hacer antes de morir ya podré tachar la de ver jugar a sueño cumplido,0
morir en mi sueño,mi sueño frustrado es ir a la cancha de vélez y ver un partido y después si puedo morir en paz,0
morir en mi sueño,marico no lo puedo creeral fin después de infructuosos años pude instalar los programas de office de manera fr,0
morir en mi sueño,ayer me dijeron que el sitio mas bonito donde habian estado era disneyland paris y yo en plan si hubiese ido podr,0
morir en mi sueño,mi primer rpg fue pokémon gold para gameboy color quiero contarte acerca de un rpg rarísimo eternal sonata cuya,0
morir en mi sueño,tengo muy pocas horas de sueño poco alimento y mucha birra en mi sistema para ir a trabajar que la fuerza me acompañe para no morir,0
morir en mi sueño,sueño y deseo con todo mi corazón dormirme hoy temprano pa no morir en el work boom,0
morir en mi sueño,lo mas perturbador de mi sueño es que desde un edificio veía como aparecía un niño casi adolescente en un parque,0
morir en mi sueño,mi sueño frustrado en el cine se me cumplió chikes puedo morir en paz,0
morir en mi sueño,mi sueño es abortar en la cara de alfredo olmedo y verlo convulsionar hasta morir xd,0
morir en mi sueño,sky tuve un sueño re soft con juyeon y ahora me quiero morir porque no me acuerdo de la mitad del sueño nunca en mi vida,0
morir en mi sueño,mi sueño es ser actriz a raiz de esto nace mi incentivación de no morir hasta ser recordada por el mundo por l,0
morir en mi sueño,cumpli mi sueño de escuchar ciro al palo mientras entrenaba ya puedo morir en paz,0
morir en mi sueño,ayer cumplí mi sueño de ser una grammar nazi y de ir corrigiendo un documento final ya me puedo morir casi en paz,0
morir en mi sueño,es lógico que apoyo a arturo en su decisión de perseguir su sueño así como mi gran sueño al viajar a,0
morir en mi sueño,saveloona es tendencia hace horas y quien sabe cuanto tiempo estará reflejada la desesperación del fandom para que,0
morir en mi sueño,la chica q le pasó todo eso con got dios m quiero morir q hermoso no m va a pasar nunca en mi puta vida chau m voy,0
nada por lo que vivir,no había nada que le gustase más a tessa que acurrucarse y remolonear por lo que se quedó en silenci,0
nada por lo que vivir,yo quisiera saber por qué hptas hay gente tan desinteresada con lo qué pasa en el país mk no les duele vivir en un,0
nada por lo que vivir,jaja pues no que el enfermo de poder era el viejito presidente ya estás igual que,0
nada por lo que vivir,a ver no te das cuenta de que estan consiguiendo lo querian y estan colapsando cataluña es que n,0
nada por lo que vivir,porque les encanta vivir subvencionados y no pagar por lo que las cosas valen cuanto más venga de,0
nada por lo que vivir,hoseok acabe y podamos vivir finalmente en paz repito de nuevo que por favor si te sentís tan mal que creés que nada tiene so,0
nada por lo que vivir,yo encuentro que está bien que vaya a vivir con sus padres lo que no me gusta nada cuando los hombr,0
nada por lo que vivir,ves el noticiero que a un local le robaron veces en dos semanas que mataron a alguien por un celular etc por mi q,0
nada por lo que vivir,no es empatiaes pedir por pedirel fpc esta manejado por los equipos chicos y ahora salen con la idea,0
nada por lo que vivir,que verguenza ver que queda gente así aúnojalá pague caro por lo que acaba de hacer este personaje y,0
nada por lo que vivir,la misma situación de mierda volvió a pasar y nadie hace nada ya me tiene harta todo esto el día que dejen vivir,0
nada por lo que vivir,hoy fui a hacer una diligencia por mi negocio q me da para vivir y nada mas si no estoy,0
nada por lo que vivir,y yo que me alegro mucho xq no merece la pena sufrir por nada ni por nadie hay que intentar vivir,0
nada por lo que vivir,evadiresrobar evadirnodestruir que pena más grande ver como destruyen lo que a la larga pagamos todos nosotros salvo l,0
nada por lo que vivir,siempre que veía notas de chicas desaparecidas me imaginaba el dolor por el que estaban pasando hoy lo estoy vivie,0
nada por lo que vivir,es mutuo eh ahora mira que loco mucho que se ofende y defiende sin que se lo mencione por aca,0
nada por lo que vivir,a lo que va el post a que es una violencia sistémica el que tengas que endeud,0
nada por lo que vivir,hará como años que no escucho el nombre de murakami y me lo acabo de topar ahora por la tl si nunca habéis leído nada,0
nada por lo que vivir,yo ya lo que quiero es vivir una nueva aventuraque llevo mucho sin jugar a nada por el tema del depor,0
nada por lo que vivir,das verguenza antonio sinceramente ojala te vea cada vez menos gente y te pido si,0
nada por lo que vivir,no les importó quedarse sin nada y que sus hijos perdieran un año de escuela con tal de vivir esta experiencia inolvid,0
nada por lo que vivir,que hoy te enfoques en el hoy no hay nada más hay esto el presente que tu día dependa de ti por más de las cir,0
nada por lo que vivir,lo que sí tengo claro es mediante por qué vía es imposible buscar un diálogo mientras te saltes las reglas y ponga,0
nada por lo que vivir,ir por lo que no se puede es garantizarse la tranquilidad de no hacer nada y vivir de ilusiones pero en,0
nada por lo que vivir,no lo dudo mi abuela decía que los hombres no dan nada gratislo decía por otra cosapero lo mismo ap,0
no quiero continuar,quiero comprarme un long pero en menos de un mes ya no tendré a nadie con quién patinar y lloro porque ahora que le,0
no quiero continuar,hoy me expuse a tanto y hay veces que ya no quiero pero si yo no lo hago nadie más va hacerlo por mi,0
no quiero continuar,day daysofcode todays progress hoy estuvo un poco flojo con lo del polimorfismo,0
no quiero continuar,yo es que no quiero a la derecha cansada de que se aprovechen del independentismo para continuar c,0
no quiero continuar,a ver sacan a senna pero es bastante plof es decir ahora el lore lo tienen que continuar de alguna mane,0
no quiero continuar,no planeo hacerme millonaria ni de dar clases de inglés ni de ser terapeuta lo que pretendo es apoyar a la comunid,0
no quiero continuar,la respuesta debe ser un no pero con sentido quiero decir que no viene al caso después de tanto tiemp,0
no quiero continuar,donde la gente que quiero pueda llegar al final para ti soy uno mas pero para otros soy el que les anima a continu,0
no quiero continuar,supongo que así es esto no todos se quedan no a todos les interesa quiero encontrar personas que realmente deseen continuar,0
no quiero continuar,quieren continuar con el castrocomunismo yo no yo quiero un méxico en paz quiero un méxico de com,0
no quiero continuar,hola quiero darles de bajala página es una carreta y no me dejan continuar con la baja porque dice,0
no quiero continuar,largas pestañas y sin mirarle hizo acopio de sus fuerzas para continuar sólo quiero que me prom,0
no quiero continuar,no quiero tener hijos pero los tendría nomás pa contarles sobre aaron swartz y se depriman como todos nosotros y continuar l,0
no quiero continuar,quiero continuar el au pero con tanto ruido no me puedo concentrar,0
no quiero continuar,mi café está frío ya no quiero continuar con este día,0
no quiero continuar,optimismo cómo se puede sentir cuando nos sentimos tan frustrados cuando el ánimo está tan lastimado y no vemos una luz a,0
no quiero continuar,ya he llorado lo suficiente toda mi vida x sentirme una mierda no voy a exponerme a continuar lastimándome yo sola,0
no quiero continuar,no quiero tener que dejar mi cama para continuar con la rutina,0
no quiero continuar,y se que a veces yo no estoy aquí por ti pero te quiero confesar a ti si mi vida ha de continuar si otro día ll,0
no quiero continuar,macri tiene que irse nos a echo mierda gobernó para los ricos no quiero a los k años otra ves,0
no quiero continuar,a veces siento que no puedo ni quiero continuar con esto,1
no quiero continuar,quiero continuar el au pero tengo el cerebro re seco no encuentro inspiración,0
no quiero continuar,que se vaya moreno que oculta eso no lo hace por la patria sino lo que esconde este gobierno,0
no quiero continuar,sigamos avanzando mi tesis en la incomodidad de mi cama que no quiero convertir en escritorio porque aún no me voy,0
no quiero continuar,dame luz para continuar que ya vivi asi no quiero mas oscuridad,0
no quiero despertar,el silencio esa nube pasajera que me quita tu cielo no quiero el silencio es olvido sentencia de ojos quietos quiero v,0
no quiero despertar,tengo a mi guacho durmiendo al lado mio y yo me tengo q preparar pa la escuela pero no lo quiero despertar,0
no quiero despertar,hoy es de esas noches de las cuales no quiero despertar,1
no quiero despertar,si no te vuelvo a ver no quiero despertar la realidad no me abandona,0
no quiero despertar,si no vas a estar no quiero despertar,1
no quiero despertar,como explico que me quiero dormir pero no me quiero despertar,1
no quiero despertar,no se si quiero ser chris para despertar con dodger o ser dodger para despertar con cevans ok no,0
no quiero despertar,despertar sin ti es algo que no quiero como costumbre,0
no quiero despertar,no me quiero levantar ni despertar quería ya,0
no quiero despertar,acabo de despertar de una pesadilla muy horrible y ahora no puedo parar de llorar duele mucho quiero ir a dormir,0
no quiero despertar,no se que hacer no se si puedo hacer algo util en esta situación quiero dormir y no despertar,0
no quiero despertar,ya no quiero despertar mañana,1
no quiero despertar,quiero despertar y que ya sea diciembre,0
no quiero despertar,amanece y no me quiero despertar mi retina ofrece vistas a otro lugar,0
no quiero despertar,di horas de clase hoy no aguanto la garganta creo que quiero dormir y no despertar hasta el sábado con cris,0
no quiero despertar,no la quiero despertar te esperamos así en la camita,0
no quiero despertar,en este mismo instante solo quiero dormir y no despertar por un buen tiempo,0
no quiero despertar,no me quiero dormir porque sé que no me voy a despertar temprano nunca,0
no quiero despertar,no quiero despertar con la mala noticia de que un ser querido o amigo ya no esté que impotencia,0
no quiero despertar,sólo soy un tonto incluso si todos los demás me dejan y me maldicen no quiero despertar de este sueño,0
no quiero despertar,dime si es real que no estás y si esto es un sueño quiero despertar,0
no quiero despertar,dios hazme un unico favor no quiero volver a despertar nunca mas,1
no quiero despertar,cuando duermo con ella no sé si estoy soñando o si en realidad todo momento de mi vida es un sueño porque estoy a s,0
no quiero despertar,te quiero confesar que ya no puedo más que casi voy a explotar de amor de hacerte el amor juntitos los dos y d,0
no quiero despertar,siento que vivo un sueño del que no quiero despertar,0
no quiero estar aqui,oh pues tampoco quiero estar aquí perdiendo el tiempo con un maldito drogadic calló todo el,0
no quiero estar aqui,hola miraculers que tal me alegro estar aquí de nuevo los quiero bueno sigo mal de salud con hoy son días sol,0
no quiero estar aqui,marcharse en ese instante por tu culpa no me has obligado a estar aquí draco lo estoy porque,0
no quiero estar aqui,apenas llevo años y re ya no quiero estar aquí,0
no quiero estar aqui,no me estes chingando ok aquí quiero estar y punto,0
no quiero estar aqui,tae muchos fans vinieron no puedo creer que pudimos llenar este estadio amo el hecho de estar aquí ahora y realmente q,0
no quiero estar aqui,no quiero despedirme de ti pero sigo aquí y por siempre voy a estar,0
no quiero estar aqui,dentro de la catedral de burgos negociadores del tema catalánestado bueno andreu aquí estamos no quiero es,0
no quiero estar aqui,no entiendo este vip los fuertes en la calle y los muebles dentro ya no hay tramas y quedan dos meses,0
no quiero estar aqui,muchos fanáticos vinieron no puedo creer que realmente llenamos este tipo de salas de conciertos estar aquí me hace mu,0
no quiero estar aqui,tragame tierra y escupeme en arizonaya no quiero estar aquí en méxico,0
no quiero estar aqui,les cuento que vi un perro salchicha idéntico a salchi en la uni no quiero estar aqui quiero estar en casa,0
no quiero estar aqui,no puedo estar en una relación seria porque me voy el sábado por aquí a mi casita de aquí y a todos lados de mi pap,0
no quiero estar aqui,me iré rápido no quiero estar aquí,0
no quiero estar aqui,no quiero estar aquí no me dejaras solo otra vez,1
no quiero estar aqui,la verdad no quiero ya estar aquí,0
no quiero estar aqui,si supiera que yo ya no quiero seguir aquí quiero irme a buscar como trabajar aunque me paguen una miseria porque,0
no quiero estar aqui,aún no inicia la semana y ya no quiero estar aquí,0
no quiero estar aqui,porque nunca tengo la sensación de estar actuando bajo un criterio propio de poder asumir las consecuencias o los,0
no quiero estar aqui,buenas noches mis querido amigo compañero podemitas mañana será otro día a veces quiero estar por aquí pero no es,0
no quiero estar aqui,stoiarta quiero estar en paz ya no quiero recordarlo ahhhhhhhhhhhh bueno twitter gracias por estar aquí conmigo siempre teamo,0
no quiero estar aqui,siento que no me hace falta nada contigo lo tengo todo y aquí es donde quiero estar,0
no quiero estar aqui,gracias por estar ahí y guiarme un poquito con tus canciones y cositas te quiero y aunque no lo diga mucho aquí es,0
no quiero estar aqui,mi jefe es un imbceil ya no quiero estar aquí,0
no quiero estar aqui,me siento bien perdida ya no quiero estar aquí,0
no quiero estar mas aqui,no tienen idea como uno se deprime y duele que llamen mis papitos a decirme que me cuide que no salga que me abrigue y,0
no quiero estar mas aqui,a menudoes cansinotratar de nohundirte más en el pozosolo quiero dejarme caer en el y ahí gameo golpea,0
no quiero estar mas aqui,tengo mucho miedo de que esto llegue a regiones quiero al menos estar con mi familia no quiero seguir aquí quiero irme a,0
no quiero estar mas aqui,no quiero estar aquí mas quiero ser como las otras yo también quiero relaciones quiero salir quiero ser normal,0
no quiero estar mas aqui,hay gente que se guía más por el dinero yo respeto todas las decisiones pero quiero triunfar aquí el dinero siempre lleg,0
no quiero estar mas aqui,este semestre más que nunca empieza la lucha constante entre necesito el dinero y ya me quiero ir ya no puedo estar aquí,0
no quiero estar mas aqui,nos vas a mostrar madrid talegaza aquí te quiero ver en bcn es donde deberías estar cobarde te cebas en las red,0
no quiero estar mas aqui,exactamente yo ahora no puedo llorar por que hay gente aquí conmigo y después me van a estar preguntando que me pas,0
no quiero estar mas aqui,yo me quiero morir no aguanto mas estar aquí asesíname asesíname,1
no quiero estar mas aqui,lo que mas duele por dentro esque ni si quiera los buenos momentos puedan estar por encima de los malos será a,0
no quiero estar mas aqui,te creo los mios tambien pero utilizan mas facebook x eso les paso fotosdatasellos felic,0
no quiero estar mas aqui,yearswithtwice ya hace años desde su debut quizas no estuve aqui ese día no sabría de su existencia hasta hace año,0
no quiero estar mas aqui,creo que el sentimiento más fino y creíble siempre va hacer que les nazca estar con uno de ahí es solo,0
no quiero estar mas aqui,no quieto volver quiero quedarme aquí no puedo estar más triste quiero llorar y abrazar a mi padre hasta que me quede dormida,1
no quiero estar mas aqui,si no aparezco mucho por aquí o por aioria es que estoy muy liado y no puedo estar en todas las cuentas a la vez,0
no quiero estar mas aqui,que yo no tengo nada que hacer peor no quiero estar más aquí con ellos,0
no quiero estar mas aqui,algo muy irónico es una parte donde helena mientras están todos peleando le dice a príamo sue,0
no quiero estar mas aqui,feliz aniversario a mi gordita no pongo mucho más por aquí porque lo que te tenga que decirte lo diré en la intim,0
no quiero estar mas aqui,siempre voy a estar aquí para ti namjoonie pase lo que pase estaré aquí y te haré sonreír te haré,0
no quiero estar mas aqui,no voy a estar todo el día aquí están siendo días muy intensos fuera de fake lamento no responder todos los dm l,0
no quiero estar mas aqui,no quiero estar más aquí,0
no quiero estar mas aqui,ni quiero estar aquí pero no puedo hacer nada más,0
no quiero estar mas aqui,yo me quiero morir no aguanto mas estar aqui asesinamee,1
no quiero estar mas aqui,he sido una pesada de mierda deseando que jungwoo regrese lo más pronto posible pero ahora sólo quiero que se tome,0
no quiero estar vivo,no vivo mi vida y menos quiero estar pendiente a las ajenas,0
no quiero estar vivo,muchos dirán que no tengo sexo por estar feo la realidad es que no quiero que un ser vivo venga a tener,0
no quiero estar vivo,estoy donde quiero estar me calo lo que me tenga que calar vivo lo que quiero vivir y experimento lo que quiera e,0
no quiero estar vivo,yo no quiero vivir paranoico yo no quiero ver chicos con odio yo no quiero sentir esta depresión voy buscando el pl,0
no quiero estar vivo,si me emocioné tanto con la transmisión de un concierto no quiero ni imaginarme como voy a estar el día en que los vea en vivo,0
no quiero estar vivo,eres una desgraciada y eso no te lo quita nadie faltas el respeto de entrada sin escuchar a,0
no quiero estar vivo,me pasé toda la tarde escuchando a louis y viendo sus presentaciones en vivo y ahora quiero llorar porque en menos,0
no quiero estar vivo,no logran salir y la luchan día a día pero solos no pueden porque nos necesitan y es nuestro deber estar ahi,0
no quiero estar vivo,vivo solo quiero un gatito pero wonu les tiene alergia aparte no me se cuidar ni yo estoy soltero tris,0
no quiero estar vivo,la soledad no te cambia solo te dice quien eres d habif desde que aprendí estar solo entendí que lo que quiero,0
no quiero estar vivo,hatuey jefe rebelde haitiano antes de ser quemado vivo por los españoles fue preguntado si quería aceptar la cris,0
no quiero estar vivo,no quiero estar con alguien que me quite las ganas de vivir quiero alguien que este vivo y tenga hanas de vivir c,0
no quiero estar vivo,quiero ver the walking dead con los militantes fa por favor debe tendría que estar nominada al oscar,0
no quiero estar vivo,que te quiero demasiado que me entrego sin medidas que ya todo te lo di que yo vivo para ti que eres dueño de mi,0
no quiero estar vivo,es como sonreír por el olor de un buen café por la mañana sin planes ni ganas ni nada es como estar vivo cuando n,0
no quiero estar vivo,quiero mi boleto por favor que tengo que hacer para tener un boleto no puedo estar pendiente de las,0
no quiero estar vivo,también está bien el querer estar sola porque no es algo fácil yo que vivo sólo al límite,0
no quiero estar vivo,ruiz ya debería estar dormída pero no puedo dejarla de escuchar se pasaron ya la quiero oír en vivo los amooo bastante los,0
no quiero estar vivo,no necesito presumir de nada casa coche tener cartera llena solo quiero presumir de tener gentes que me quieran y,0
no quiero estar vivo,lollapaloozapasaenlos muero por ver a martin garrix lo sigo desde que empezó y no me quiero perder la oportunid,0
no quiero estar vivo,si por videos nomás se me eriza la piel no me imagino lo que debe ser estar ahí no quiero morirme sin haber visto,0
no quiero estar vivo,vivo diciendo que quiero alguien que me ame pero claramente ya entendi que no estoy preparada ni ahi para estar en,0
no quiero estar vivo,claudia simplemente vivo en uy soy uy y no quiero que el fa gobierne nunca mas por estar totalment,0
no quiero estar vivo,sergio sale vivo de la cuarta temporada muy a vuestro pesar ya lo sé porque ella va a estar peleando y luchando porqu,0
no quiero estar vivo,vivo con el miedo de que algo le pase a las personas que quiero y no poder estar ahí para evitarlo,0
no quiero existir,e harry styles rompe mi corazón solo con existir f eso es muy malo viniendo de tí harry h yo no quiero deci,0
no quiero existir,no puedo estar más enamorada no quiero existir más,0
no quiero existir,er emergencias dr house the good doctor y algunas más existir existen eh no quie,0
no quiero existir,no me creo que la vic vuelva estoy con puro sentimiento encontrado ya quiero que sea domingo para verla hacer lo,0
no quiero existir,he dormido fatal hoy no quiero ni existir no veo forma de que este sabado sea un buen dia,0
no quiero existir,siempre q quiero grabar algún video pelotudo para instagram cantando me quedo en blanco y no sé qué cantar debería,0
no quiero existir,en días como hoy realmente me doy cuenta de lo cansada que estoy de lo inútil que me siento de lo mucho que me od,0
no quiero existir,cursi n soft hours open lo amo tanto tanto tanto en serio no saben lo feliz que me hace gracias sy por existir,0
no quiero existir,es que no puedo explicar todo el cariño que le tengo a julio son de esas personas especiales e importantes para tu,0
no quiero existir,no quiero existir,1
no quiero existir,no quiero perder mi energía con cosas que no van a cambiar so dejaré de existir por hoy,0
no quiero existir,felizjueves quiero ser una mujer que pueda decidir sobre sus propios derechos y no tener que pelear por una equi,0
no quiero existir,quiero no existir mas se puede,1
no quiero existir,no puede existir un auto tan hermoso como el audi tt la re concha de mi vida me quiero cagar muriendo cada vez que veo uno,0
no quiero existir,llega esta hora y no quiero existir mas,1
no quiero existir,quiero llorar por lo que pasó con la perrita salchicha de verdad gente desalmada como ese pendejo de mierda no debería existir,0
no quiero existir,no quiero existir mañana,1
no quiero existir,boke x existir los quiero siempre ahí en definiciones importantes contra river no se vayan a quedar,0
no quiero existir,maldita sea es real que ya no quiero existir,1
no quiero existir,aaa no no quiero existir,1
no quiero existir,no tengo el internet suficiente como para subir muchos tuits colapsando asi que lo voy a hacer despues pero namjoon,0
no quiero existir,unas ganas d no se dejar d existir quiero dormir voy a dormir,1
no quiero existir,de verdad nunca antes había sentido que no debería de existir quiero que la tierra me trague no quiero estar aquí a u x i l i o,1
no quiero existir,extraño a mis progenitores se me van las ganas existir cuando no están en casa y quiero que vuelvan,1
no quiero existir,quiero verlos bien y felices siempre son lo más importante para mi y para millones de personas realmente no se q,0
no quiero intentarlo mas,me comí el mismo boludeo de siempre con eso de quiero estar con vos pendeja rica quiero intentarlo y q funcion,0
